Ticker,Name,Price,Dividend Yield,Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
BTU,Peabody Energy Corp.,7.72,0.069392813,781.176,N/A,N/A,1.69690186
BUSE,First Busey Corp.,25.9,0.032320123,1423.96611,13.79,0.447522643,1.007571373
BV,"BrightView Holdings, Inc.",15.94,N/A,1703.73125,40.33,N/A,1.071453129
BWB,"Bridgewater Bancshares, Inc.",13.605,N/A,398.10276,12.7,N/A,0.829846509
BWFG,"Bankwell Financial Group, Inc.",28.86,0.018018018,226.29126,12.34,0.223578984,0.778003625
BXC,"BlueLinx Holdings, Inc.",13.58,N/A,121.1831,-5.35,N/A,0.999931962
BXG,Bluegreen Vacations Corp.,9.41,0.07073955,694.58118,15.91,1.11580727,1.160108599
BXMT,"Blackstone Mortgage Trust, Inc.",39.92,0.063786008,5221.15632,16.97,1.054287293,0.361658656
BXS,BancorpSouth Bank,29.05,0.024381868,3081.94432,12.6,0.307879103,1.208702774
BY,"Byline Bancorp, Inc.",19.73,0.001518219,755.95832,13.1,0.019921642,0.992223651
BYD,Boyd Gaming Corp.,33.52,0.007864489,3675.1149,24.36,0.188939757,1.542638536
BYSI,"BeyondSpring, Inc.",17.51,N/A,469.53408,-10.85,N/A,1.2477712
BZH,"Beazer Homes USA, Inc.",14.27,N/A,440.0177,-5.23,N/A,1.054961498
CAC,Camden National Corp. (Maine),47.41,0.026020732,715.90415,12.79,0.331974845,0.935051458
CADE,Cadence Bancorporation,16.73,0.042398546,2106.64298,10.71,0.448143406,1.498642781
CAI,"CAI International, Inc.",28.49,N/A,492.11024,15.93,N/A,0.941987481
CAKE,"Cheesecake Factory, Inc.",40.115,0.033699451,1788.03804,18.72,0.629869827,0.722687808
CAL,"Caleres, Inc.",18.08,0.015918135,713.01065,-57.23,-0.886356442,1.398913198
CALA,"Calithera Biosciences, Inc.",6.64,N/A,264.09193,-3.17,N/A,1.716949891
CALM,"Cal-Maine Foods, Inc.",36.91,0.007296137,1815.286224,-49.96,-0.368264284,0.590622977
CALX,"Calix, Inc.",9.99,N/A,543.7922,-30.73,N/A,0.960709578
CAMP,CalAmp Corp.,10.17,N/A,350.12975,-27.88,N/A,1.832327555
CAR,"Avis Budget Group, Inc.",40.88,N/A,2849.66044,17.79,N/A,1.585557232
CARA,"CARA Therapeutics, Inc.",17.485,N/A,806.61312,-7.31,N/A,1.57065784
CARB,"Carbonite, Inc.",22.98,N/A,797.1762,-35.33,N/A,0.112913337
CARE,Carter Bank & Trust,19.59,N/A,519.05684,19.46,N/A,0.493331443
CARG,"Cargurus, Inc.",34.46,N/A,3727.904497,92.21,N/A,1.0895085
CARO,Carolina Financial Corp.,38.79,0.009343369,954.680928,13.71,0.127194997,1.09908514
CARS,"Cars.com, Inc.",12.4,N/A,852.55074,-1.92,N/A,1.819988535
CASA,"Casa Systems, Inc.",4.35,N/A,327.55356,-48.12,N/A,0.537078924
CASH,"Meta Financial Group, Inc.",39.13,0.005144033,1445.239584,14.68,0.07508353,0.936122554
CASI,"CASI Pharmaceuticals, Inc.",2.275,N/A,222.55926,-5.11,N/A,1.067410361
CASS,"Cass Information Systems, Inc.",53.24,0.019703509,772.59842,25.3,0.498859749,0.814368827
CATC,Cambridge Bancorp,72.3,0.028200166,391.50408,13.29,0.375469337,0.536925886
CATM,Cardtronics plc,43.71,N/A,2019.66912,67.2,N/A,1.216380437
CATO,The Cato Corp.,17.19,0.079566004,408.722057,11.76,0.903058083,0.876251882
CATS,"Catasys, Inc.",16.04,N/A,275.311,-14.25,N/A,0.789518068
CATY,Cathay General Bancorp,36.74,0.033870527,2918.87869,10.53,0.355372138,1.179472198
CBAN,"Colony Bankcorp, Inc.",15.17,0.019775873,144.09892,13.46,0.267260579,0.284526909
CBAY,"CymaBay Therapeutics, Inc.",1.565,N/A,106.48655,-1.09,N/A,1.122240526
CBB,"Cincinnati Bell, Inc.",13.05,N/A,656.00323,-7.6,N/A,1.431848253
CBL,"CBL & Associates Properties, Inc.",0.7235,0.102501025,146.03041,-0.97,-0.100630619,2.334705629
CBLK,"Carbon Black, Inc. (Massachusetts)",26,N/A,N/A,N/A,N/A,N/A
CBM,Cambrex Corporation,59.99,N/A,2020,55.2,N/A,N/A
CBMG,"Cellular Biomedicine Group, Inc.",17.05,N/A,322.76394,-7.01,N/A,1.327961871
CBNK,"Capital Bancorp, Inc. (Maryland)",14.4,N/A,200.088,11.68,N/A,0.628211769
CBPX,"Continental Building Products, Inc.",36.99,N/A,1282.88718,20.95,N/A,-0.334660397
CBRL,"Cracker Barrel Old Country Store, Inc.",161.815,0.031783622,3860.6676,17.73,0.558806127,0.47526481
CBTX,"CBTX, Inc. (Texas)",29.585,0.01350895,739.6578,14.56,0.197374914,0.996981594
CBU,"Community Bank System, Inc.",68.95,0.022978476,3564.79344,21.17,0.485183479,1.08143017
CBZ,"CBIZ, Inc.",28.01,N/A,1523.72475,21.43,N/A,0.613291068
CCB,Coastal Financial Corp. (Washington),16.51,N/A,204.80166,14.93,N/A,0.671372258
CCBG,"Capital City Bank Group, Inc.",29.88,0.015973378,503.30745,16.24,0.261252925,1.013226788
CCF,Chase Corp.,96.69,0.008374333,900.27472,29.19,0.241502143,0.998604359
CCMP,Cabot Microelectronics Corp.,166.84,0.010199126,4812.45952,75.4,0.759390679,1.786552604
CCNE,CNB Financial Corp. (Pennsylvania),29.46,0.02303523,450.12096,N/A,N/A,1.08591466
CCO,"Clear Channel Outdoor Holdings, Inc.",2.7,N/A,1244.42292,-3.09,N/A,1.464887745
CCOI,"Cogent Communications Holdings, Inc.",75.205,0.031445703,3514.7416,91.79,2.879804759,0.834910456
CCRN,"Cross Country Healthcare, Inc.",10.055,N/A,367.66369,-4.71,N/A,0.915276837
CCS,"Century Communities, Inc.",37.81,N/A,1254.71374,10.48,N/A,0.875523335
CCXI,"ChemoCentryx, Inc.",49.27,N/A,2857.51176,-53.34,N/A,1.132611459
CDE,"Coeur Mining, Inc.",5.91,N/A,1486.43214,-16.38,N/A,-0.59099716
CDLX,"Cardlytics, Inc.",93.64,N/A,2404.558184,-65.64,N/A,1.366535085
CDMO,"Avid Bioservices, Inc.",6.475,N/A,355.49278,-35.86,N/A,1.396344898
CDNA,"CareDx, Inc.",25.08,N/A,1054.95896,-49.78,N/A,1.283146982
CDR,"Cedar Realty Trust, Inc.",2.74,0.072992701,243.997,-23.42,-1.709401709,0.543481306
CDXC,Chromadex Corp.,4.135,N/A,243.075792,-7.34,N/A,0.748840487
CDXS,"Codexis, Inc.",14.295,N/A,844.41474,-66.23,N/A,1.377592378
CDZI,"Cadiz, Inc.",8.85,N/A,239.25544,-7.58,N/A,0.110844935
CECE,CECO Environmental Corp.,7.69,N/A,271.02636,26.19,N/A,0.807890852
CECO,Career Education Corp.,18.39,N/A,1294.23303,22.74,N/A,N/A
CEIX,"CONSOL Energy, Inc.",6.98,N/A,203.325205,2.49,N/A,1.750165016
CELC,"Celcuity, Inc.",10.25,N/A,110.7216,-14.21,N/A,0.990553836
CELH,"Celsius Holdings, Inc.",6.035,N/A,406.36427,34.07,N/A,1.297980553
CENT,Central Garden & Pet Co.,30.07,N/A,1654.344372,19.86,N/A,0.594747597
CENTA,Central Garden & Pet Co.,28.5,N/A,1573.982585,18.85,N/A,0.658489516
CENX,Century Aluminum Co.,5.975,N/A,518.25202,-3.83,N/A,2.156565093
CERC,"Cerecor, Inc.",4.005,N/A,176.4272,-6.98,N/A,2.200403333
CERS,Cerus Corp.,4.695,N/A,750.2676,-9.18,N/A,1.249293919
CETV,Central European Media Enterprises Ltd.,4.485,N/A,1136.159364,14.13,N/A,0.580066638
CEVA,"CEVA, Inc.",30.22,N/A,647.47392,-914.5,N/A,1.831393867
CFB,"CrossFirst Bankshares, Inc.",13.51,N/A,700.02243,17.07,N/A,-0.376396779
CFFI,C&F Financial Corp.,48.99,0.030614341,180.780335,9.02,0.272589232,0.922133136
CFFN,"Capitol Federal Financial, Inc.",13.36,0.025583145,1880.69448,19.94,0.507462687,0.66776275
CFMS,"ConforMIS, Inc.",1.01,N/A,70.08624,-1.91,N/A,1.167776269
CHAP,"Chaparral Energy, Inc.",0.9448,N/A,42.22855,-0.21,N/A,1.90921875
CHCO,City Holding Co.,78.51,0.028000509,1280.84814,14.46,0.405178923,0.968927743
CHCT,"Community Healthcare Trust, Inc.",48.71,0.03317776,956.37696,313.25,10.51446945,0.240073546
CHDN,"Churchill Downs, Inc.",160.26,0.003399212,6366.74688,44.41,0.150561144,1.074770322
CHEF,"The Chefs' Warehouse, Inc.",39.715,N/A,1190.26692,52.61,N/A,0.654714752
CHGG,"Chegg, Inc.",40.1,N/A,4949.37362,-490.22,N/A,1.333794578
CHMA,"Chiasma, Inc.",4.63,N/A,200.41632,-4.07,N/A,0.88463382
CHMG,Chemung Financial Corp.,38.91,0.026776519,189.88876,12.15,0.32437153,0.967251173
CHMI,Cherry Hill Mortgage Investment Corp.,15.87,0.11827957,271.417258,-2.71,-0.31977291,0.499511341
CHRA,"Charah Solutions, Inc.",2.1,N/A,64.28191,-3.16,N/A,1.963918577
CHRS,"Coherus BioSciences, Inc.",21.75,N/A,1513.38382,-110.91,N/A,0.986260781
CHS,"Chico's FAS, Inc.",4.33,0.080813953,510.066,-20.68,-1.659503343,2.06196808
CHUY,"Chuy's Holdings, Inc.",24.725,N/A,416.3719,37.79,N/A,0.527378759
CIA,"Citizens, Inc. (Austin, Texas)",6.33,N/A,345.28264,-3516.67,N/A,1.118407763
CIO,"City Office REIT, Inc.",13.95,0.067287044,762.02159,-36.65,-2.469784551,0.434393368
CIR,"CIRCOR International, Inc.",44.56,N/A,889.5788,-5.67,N/A,1.485880313
CISN,Cision Ltd.,9.99,N/A,1483.36515,-233.41,N/A,-0.46411515
CIVB,"Civista Bancshares, Inc.",22.57,0.018625277,349.05145,10.62,0.197786673,0.909297425
CIX,"CompX International, Inc.",16.46,0.016149068,200.3323,13.24,0.209087254,0.554846737
CJ,"C&J Energy Services, Inc.",7.36,0.135869565,N/A,N/A,N/A,N/A
CKH,"SEACOR Holdings, Inc.",40.54,N/A,814.22265,31.34,N/A,1.321113468
CKPT,"Checkpoint Therapeutics, Inc.",2.1,N/A,105.820385,-2.61,N/A,2.077393773
CLAR,Clarus Corp.,13.6,0.007336757,405.6288,40.07,0.294204178,0.725969076
CLBK,"Columbia Financial, Inc.",17.295,N/A,1968.1345,35.13,N/A,0.667953246
CLCT,"Collectors Universe, Inc.",26.39,0.026475038,244.25272,18.8,0.49797254,0.455849128
CLDR,"Cloudera, Inc.",10.95,N/A,3046.68272,-7.64,N/A,1.433486786
CLDT,Chatham Lodging Trust,17.26,0.076212471,812.741,39.42,3.015075377,0.63078554
CLF,"Cleveland-Cliffs, Inc.",7.58,0.028571429,2079.6468,2.61,0.075783672,1.954311006
CLFD,"Clearfield, Inc.",12.44,N/A,168.11767,41.69,N/A,1.314744502
CLI,Mack-Cali Realty Corp.,21.81,0.036781609,1969.5495,10.53,0.386212224,0.64479584
CLNC,"Colony Credit Real Estate, Inc.",13.36,0.131818182,1696.7148,-2.97,-0.386761208,0.843421209
CLNE,Clean Energy Fuels Corp.,2.705,N/A,499.52412,-40.06,N/A,1.545932025
CLPR,"Clipper Realty, Inc.",11.26,0.033807829,200.2406,-131.08,-4.423748545,0.646748865
CLVS,"Clovis Oncology, Inc.",10.1,N/A,714.314136,-1.34,N/A,1.936895522
CLW,Clearwater Paper Corp.,27.06,N/A,463.10864,-2.28,N/A,0.966132614
CLXT,"Calyxt, Inc.",6.44,N/A,203.63718,-5.91,N/A,2.158142365
CMBM,Cambium Networks Corp.,6.25,N/A,170.4528,-4.55,N/A,0.067380525
CMC,Commercial Metals Co.,21.335,0.022191401,2566.3995,9.63,0.216684724,1.741853692
CMCO,Columbus McKinnon Corp.,36.98,0.006294472,865.998,12.39,0.077072582,1.369269926
CMCT,CIM Commercial Trust Corp.,15.07,0.079893475,219.32204,0.67,0.053193611,0.475493553
CMLS,"Cumulus Media, Inc.",14.68,N/A,274.912526,2.61,N/A,1.184860546
CMO,Capstead Mortgage Corp.,8.29,0.056626506,785.2298,-12.28,-0.696090047,0.576045546
CMP,"Compass Minerals International, Inc.",64.28,0.044362292,2199.74928,35.25,1.579120518,1.605748973
CMPR,Cimpress Plc,115.05,N/A,3042.994272,12.75,N/A,1.091197304
CMRE,Costamare Inc.,7.79,0.052356021,902.91812,13.58,0.697107006,1.244928206
CMRX,"Chimerix, Inc.",1.665,N/A,103.12176,-0.74,N/A,0.958001465
CMTL,Comtech Telecommunications Corp.,32.62,0.01270648,767.98608,28.28,0.346860909,1.265307321
CNBKA,"Century Bancorp, Inc. (Massachusetts)",84.755,0.005625879,475.06176,N/A,N/A,0.714574299
CNCE,"Concert Pharmaceuticals, Inc.",10.87,N/A,258.67485,-3.28,N/A,1.584536975
CNDT,"Conduent, Inc.",4.985,N/A,1010.47766,-0.69,N/A,1.489373884
CNMD,CONMED Corp.,103.2,0.007784373,2916.50983,102.26,0.792707095,0.702011238
CNNE,"Cannae Holdings, Inc.",40.66,N/A,3144.522738,24.71,N/A,0.859446263
CNO,"CNO Financial Group, Inc.",19.525,0.022703273,2882.34602,7.28,0.160298229,1.420497466
CNOB,"ConnectOne Bancorp, Inc.",24.05,0.01498751,842.42944,11.58,0.1733937,1.064543478
CNR,"Cornerstone Building Brands, Inc.",9.01,N/A,1145.16192,33.31,N/A,1.780261526
CNS,"Cohen & Steers, Inc. (New York)",75.11,0.019047619,3571.9488,26.38,0.505671243,0.911302545
CNSL,"Consolidated Communications Holdings, Inc.",5.295,0.142944649,390.64108,-12.96,-1.897991181,0.740251343
CNST,"Constellation Pharmaceuticals, Inc.",34.74,N/A,1427.996056,-11.04,N/A,1.877145693
CNTY,"Century Casinos, Inc.",8.36,N/A,242.8328,164.69,N/A,0.842688213
CNX,CNX Resources Corp.,6.123,N/A,1149.456,-14.18,N/A,1.40158286
CNXN,"PC Connection, Inc.",42.82,0.00748188,1126.77565,13.74,0.102623308,0.845880881
CODA,"Coda Octopus Group, Inc.",6.7,N/A,70.12188,13.67,N/A,1.859968188
COHU,"Cohu, Inc.",25.845,0.009508716,1041.55384,-9.69,-0.089766607,1.465233273
COKE,"Coca-Cola Consolidated, Inc.",281.06,0.003544591,2644.379033,-479.24,-1.705611462,0.503823739
COLB,"Columbia Banking System, Inc.",39.6,0.03530005,2860.91376,14.75,0.521609538,1.18888373
COLL,"Collegium Pharmaceutical, Inc.",24.2,N/A,744.56804,-70.79,N/A,1.082307825
CONN,"Conn's, Inc.",9.775,N/A,266.30816,3.62,N/A,1.58554593
COOP,"Mr. Cooper Group, Inc.",14.08,N/A,1288.88105,-3.42,N/A,1.009149167
CORE,"Core-Mark Holding Co., Inc.",23.735,0.018151815,1104.54408,20.3,0.376068376,0.979418008
CORR,"CorEnergy Infrastructure Trust, Inc.",46.64,0.064212329,632.3552,80.68,5.189413596,0.295377929
CORT,"Corcept Therapeutics, Inc.",13.525,N/A,1579.36342,17.86,N/A,0.694617356
COWN,"Cowen, Inc.",17.525,N/A,498.467392,29.33,N/A,1.305774629
CPE,Callon Petroleum Co.,2.9,N/A,1116.73848,2.83,N/A,2.026339125
CPF,Central Pacific Financial Corp.,28.59,0.031612223,805.38783,13.97,0.439839703,0.855977533
CPK,Chesapeake Utilities Corp.,98.08,0.015869766,1602.17868,26.61,0.420601324,0.407932182
CPLG,"CorePoint Lodging, Inc.",9.93,0.082051282,558.87,-2.4,-0.193587417,1.746639816
CPRX,"Catalyst Pharmaceuticals, Inc.",4.675,N/A,472.98573,51.15,N/A,1.486215669
CPS,"Cooper-Standard Holdings, Inc.",25.08,N/A,411.03999,4.13,N/A,2.169919012
CPSI,"Computer Programs & Systems, Inc.",31.89,0.014347202,400.24528,21.82,0.274254371,0.677006717
CRAI,"CRA International, Inc.",53.07,0.015197568,407.38096,18.54,0.278920577,0.586463475
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",5.995,N/A,408.08663,-5.89,N/A,1.583380694
CRC,California Resources Corp.,6.66,N/A,334.49358,0.86,N/A,3.328663276
CRCM,"Care.com, Inc.",15,N/A,499.027185,-17.38,N/A,0.847530092
CRD.A,Crawford & Co.,9.05,0.022421525,473.86162,13.55,0.299401198,0.64212413
CRK,"Comstock Resources, Inc.",5.89,N/A,1090.69758,7.35,N/A,1.528131193
CRMD,"CorMedix, Inc.",6.13,N/A,163.66614,-16.59,N/A,1.145729831
CRMT,"America's Car-Mart, Inc.",120.52,N/A,773.77575,14.7,N/A,0.953399902
CRNX,"Crinetics Pharmaceuticals, Inc.",22.35,N/A,539.18172,-12.19,N/A,1.298161317
CROX,"Crocs, Inc.",37.845,N/A,2505.38156,-121.15,N/A,1.04139527
CRS,Carpenter Technology Corp.,43.8,0.018202503,2100.76605,11.76,0.214851618,1.785354283
CRTX,"Cortexyme, Inc.",61.23,N/A,1438.99868,N/A,N/A,-0.590322273
CRUS,"Cirrus Logic, Inc.",81.74,N/A,4700.801058,30.57,N/A,1.579809891
CRVL,CorVel Corp.,81.9,N/A,1508.1,31.96,N/A,0.888571342
CRY,"CryoLife, Inc.",29.95,N/A,1146.49728,1782.74,N/A,1.075845399
CRZO,"Carrizo Oil & Gas, Inc.",7.83,N/A,725.1363,1.19,N/A,0.571305908
CSFL,CenterState Bank Corp.,23.995,0.01836394,3001.61296,12.71,0.232927475,1.282947598
CSGS,"CSG Systems International, Inc.",51.73,0.017198068,1702.10925,20.04,0.34458727,0.921282358
CSII,"Cardiovascular Systems, Inc.",42.035,N/A,1494.16272,-203.09,N/A,1.233468617
CSLT,"Castlight Health, Inc.",1.31,N/A,187.101508,-5.84,N/A,1.969038117
CSOD,"Cornerstone OnDemand, Inc.",58.55,N/A,3587.16036,-208.92,N/A,1.23199928
CSTE,Caesarstone Ltd.,12.295,0.010806916,477.4026,29.16,0.355618777,0.917506091
CSTL,"Castle Biosciences, Inc.",31.47,N/A,516.4885,N/A,N/A,0.582987268
CSTR,"CapStar Financial Holdings, Inc.",15.24,0.012410189,281.12222,12.22,0.151454763,0.929833298
CSV,"Carriage Services, Inc.",24.41,0.012131015,440.83698,46.85,0.575815739,0.378358083
CSWI,"CSW Industrials, Inc.",73.99,0.005555556,1102.6854,24.67,0.135297655,0.752380687
CTB,Cooper Tire & Rubber Co.,27.55,0.015648286,1346.93856,30.9,0.471063257,1.063122251
CTBI,"Community Trust Bancorp, Inc. (Kentucky)",44.17,0.033431218,787.69611,12.13,0.406437085,1.028442895
CTMX,"CytomX Therapeutics, Inc.",7.13,N/A,329.85084,-3.26,N/A,1.694108435
CTO,Consolidated-Tomoka Land Co.,61.45,0.00634869,302.78847,10.55,0.066934404,0.42914182
CTRA,"Contura Energy, Inc.",6.06,N/A,109.831023,4.88,N/A,1.314371846
CTRC,"Centric Brands, Inc.",2.12,N/A,122.83856,-0.3,N/A,1.970897505
CTRE,"CareTrust REIT, Inc.",22.795,0.038545773,2181.56631,48.77,1.882352941,0.397550248
CTRN,"Citi Trends, Inc.",24.05,0.013082584,284.961446,20.41,0.271393436,1.027539502
CTS,CTS Corp.,30.18,0.005407232,964.69318,27.32,0.144835702,1.368308648
CTSO,CytoSorbents Corp.,5.05,N/A,163.41696,-7.84,N/A,1.417804644
CTT,"CatchMark Timber Trust, Inc.",11,0.050139276,527.80539,-4.52,-0.221993834,0.532023193
CTWS,"Connecticut Water Service, Inc.",69.98,0.013825379,N/A,N/A,N/A,N/A
CUB,Cubic Corp.,64.55,0.00422403,1999.03408,53.27,0.222809044,0.971437049
CUBI,"Customers Bancorp, Inc.",22.29,N/A,701.00869,10.73,N/A,1.3159325
CUE,"Cue Biopharma, Inc.",19,N/A,459.882,-10.05,N/A,1.737923813
CULP,"Culp, Inc.",12.1,0.032076985,154.77764,27.73,0.916590284,0.984867451
CURO,CURO Group Holdings Corp.,13.82,N/A,575.42469,N/A,N/A,1.347240764
CUTR,"Cutera, Inc.",27.53,N/A,396.24672,-10.52,N/A,1.085013426
CVA,Covanta Holding Corp.,15.76,0.064641241,2033.26851,291.85,18.51851852,0.833858383
CVBF,CVB Financial Corp.,21.455,0.033660589,2996.78178,14.46,0.485077141,1.075160273
CVCO,"Cavco Industries, Inc.",229.3,N/A,2099.73456,25.11,N/A,1.025901034
CVCY,Central Valley Community Bancorp,19.53,0.022073922,254.260752,12.25,0.269254853,0.807075313
CVGI,"Commercial Vehicle Group, Inc.",5.07,N/A,157.00839,4.33,N/A,1.544111114
CVGW,"Calavo Growers, Inc.",74.54,0.014719657,1314.87435,35.65,0.526013772,0.738150198
CVI,"CVR Energy, Inc.",34.64,0.085567598,3524.61686,8.33,0.721292556,1.02773538
CVIA,Covia Holdings Corp.,1.89,N/A,254.24276,-3.06,N/A,1.892713451
CVLT,"Commvault Systems, Inc.",51.56,N/A,2353.3505,-139.97,N/A,0.992697286
CVLY,"Codorus Valley Bancorp, Inc.",22.18,0.026646195,217.85148,11.81,0.318954457,0.824544777
CVM,CEL-SCI Corp.,13.97,N/A,521.1048,-15.86,N/A,2.174709121
CVRS,"Corindus Vascular Robotics, Inc.",4.27,N/A,N/A,N/A,N/A,N/A
CVTI,"Covenant Transportation Group, Inc.",13.68,N/A,246.4677,29.64,N/A,1.572690727
CWCO,Consolidated Water Co. Ltd.,18.17,0.018973214,269.30176,29.62,0.553655756,0.401605326
CWEN,"Clearway Energy, Inc.",22,0.042765273,7608.512354,-32.55,-1.377422696,0.560412261
CWEN.A,"Clearway Energy, Inc.",21.41,0.044081439,7381.340419,-31.68,-1.377422696,0.629518604
CWH,"Camping World Holdings, Inc.",15.46,0.021319121,1322.435486,-9.23,-0.190953574,1.359752001
CWK,Cushman & Wakefield Plc,19.36,N/A,4133.5462,-264.12,N/A,1.452656828
CWST,"Casella Waste Systems, Inc.",52.44,N/A,2515.19184,338.54,N/A,0.382047019
CWT,California Water Service Group,55.08,0.014168937,2650.38225,39.48,0.559099706,0.44024427
CXW,"CoreCivic, Inc.",17.39,0.103244838,2018.6772,10.99,1.10619469,0.94716626
CYCN,"Cyclerion Therapeutics, Inc.",4.05,N/A,113.72166,-0.86,N/A,0.413712471
CYH,"Community Health Systems, Inc.",4.79,N/A,559.759,-0.86,N/A,1.758268833
CYRX,"CryoPort, Inc.",19.27,N/A,679.96068,-32.92,N/A,1.373782747
CYTK,"Cytokinetics, Inc.",15.445,N/A,892.1382,-7.41,N/A,1.165107995
CZNC,Citizens & Northern Corp.,27.09,0.040253448,367.65149,18.37,0.737755311,0.895954033
DAKT,"Daktronics, Inc.",6.17,0.039408867,274.95132,1670.27,64.86486486,1.051353468
DAN,"Dana, Inc.",16.87,0.024630542,2337.37448,10.1,0.239492276,2.089335699
DAR,"Darling Ingredients, Inc.",28.86,N/A,4672.31194,42.98,N/A,0.979212375
DBD,"Diebold Nixdorf, Inc.",8.9,N/A,711.108736,-2,N/A,2.782933701
DBI,"Designer Brands, Inc.",15.42,0.066489362,1079.100448,19.04,1.234872808,1.553486939
DCO,"Ducommun, Inc.",42.39,N/A,482.63962,20.09,N/A,0.826949635
DCOM,"Dime Community Bancshares, Inc.",19.675,0.028469751,691.490982,19.42,0.552758859,0.744858264
DCPH,"Deciphera Pharmaceuticals, Inc.",69.37,N/A,3513.862076,-17.58,N/A,1.589652062
DDD,3D Systems Corp.,11.91,N/A,1334.60467,-19.51,N/A,1.304647495
DDS,"Dillard's, Inc.",69.13,0.006745615,1647.797106,14.32,0.093210158,0.63433623
DEA,"Easterly Government Properties, Inc.",24.8,0.042020202,2068.84015,284.08,11.91294387,0.333734749
DECK,Deckers Outdoor Corp.,199.39,N/A,5408.059891,19.75,N/A,1.033826365
DENN,Denny's Corp.,20.305,N/A,1260.31906,10.34,N/A,0.38906474
DERM,"Dermira, Inc.",18.74,N/A,1024.43735,-4.09,N/A,1.452802995
DF,Dean Foods Co.,0.101,0.297029703,9.281294,-0.02,-0.006604002,0.415572883
DFIN,"Donnelley Financial Solutions, Inc.",9.81,N/A,327.222,11.32,N/A,1.685145891
DGICA,"Donegal Group, Inc.",14.73,0.039205703,422.51532,22.34,0.897714908,0.559096112
DGII,"Digi International, Inc.",14.81,N/A,433.696911,75.83,N/A,1.073156507
DHIL,"Diamond Hill Investment Group, Inc.",141.755,0.063559322,479.1744,10.56,0.673869584,0.650894197
DHT,"DHT Holdings, Inc.",5.88,0.034482759,851.4922,11.72,0.398644608,1.026243188
DHX,"DHI Group, Inc.",2.84,N/A,156.50271,11.05,N/A,1.336597933
DIN,"Dine Brands Global, Inc.",89.85,0.030594901,1481.894,15.39,0.462566387,0.782181453
DIOD,"Diodes, Inc.",52.52,N/A,2557.2042,17.43,N/A,1.655396492
DJCO,Daily Journal Corp.,283,N/A,390.823,37.77,N/A,0.509836314
DK,"Delek US Holdings, Inc.",28.65,0.038732394,2108.27968,5.69,0.218440336,1.888728071
DLA,"Delta Apparel, Inc.",22.56,N/A,157.2525,15.16,N/A,0.754774531
DLTH,"Duluth Holdings, Inc.",8.245,N/A,271.58375,17.45,N/A,1.171180815
DLX,Deluxe Corp.,40.91,0.029076811,1737.54954,N/A,N/A,1.170464765
DMRC,Digimarc Corp.,34.39,N/A,418.8236,-12.4,N/A,1.39582143
DNBF,DNB Financial Corporation,47.66,0.61,200.36,18,10.98,N/A
DNLI,"Denali Therapeutics, Inc.",25.42,N/A,2582.71229,-37.28,N/A,0.984980622
DNOW,"NOW, Inc.",10.31,N/A,1099.968,19.29,N/A,1.519546576
DNR,"Denbury Resources, Inc.",0.98,N/A,450.44851,1.2,N/A,2.541939112
DO,"Diamond Offshore Drilling, Inc.",3.89,N/A,535.62966,-1.5,N/A,2.61898456
DOC,Physicians Realty Trust,20.23,0.045657568,3734.13755,87.39,3.974082073,0.35936295
DOMO,"Domo, Inc.",24.61,N/A,690.515986,-5.31,N/A,1.23750801
DOOR,Masonite International Corp.,79.06,N/A,1947.09475,36.25,N/A,1.009452649
DORM,"Dorman Products, Inc.",73.82,N/A,2392.21142,24,N/A,0.929926762
DOVA,"Dova Pharmaceuticals, Inc.",28.04,N/A,N/A,N/A,N/A,N/A
DPLO,"Diplomat Pharmacy, Inc.",4,N/A,303.896,-0.46,N/A,-0.056080899
DRH,DiamondRock Hospitality Co.,10.5,0.049115914,2046.115703,N/A,N/A,0.930951283
DRNA,"Dicerna Pharmaceuticals, Inc.",21.9,N/A,1568.82525,-14.84,N/A,1.340015229
DRQ,"Dril-Quip, Inc.",42.69,N/A,1532.98897,-18.99,N/A,1.621008553
DS,"Drive Shack, Inc.",3.53,N/A,227.9904,-4.86,N/A,0.940700899
DSKE,"Daseke, Inc.",4.09,N/A,244.14642,-0.83,N/A,2.498797092
DSPG,"DSP Group, Inc.",15.31,N/A,352.19124,-289.41,N/A,1.079039185
DSSI,"Diamond S Shipping, Inc.",11.25,N/A,445.79757,N/A,N/A,-0.206919655
DTIL,"Precision BioSciences, Inc.",8.27,N/A,404.26452,-4.76,N/A,-0.497632664
DVAX,Dynavax Technologies Corp.,5.415,N/A,434.421218,-2.25,N/A,0.975383739
DX,"Dynex Capital, Inc.",18.95,0.105456453,437.35076,-2.79,-0.295670849,0.464873845
DXPE,"DXP Enterprises, Inc.",34.99,N/A,606.95144,13.65,N/A,1.523131106
DY,"Dycom Industries, Inc.",44.52,N/A,1387.056,24.9,N/A,2.11773937
DZSI,DASAN Zhone Solutions Inc.,9.73,N/A,208.10524,-42.23,N/A,1.257508418
EAT,"Brinker International, Inc.",43.11,0.035365286,1607.75286,11.6,0.408964942,0.928784269
EB,"Eventbrite, Inc.",21.79,N/A,1796.106906,-25.98,N/A,1.175758091
EBF,"Ennis, Inc.",21.37,0.042174321,556.14174,14.67,0.617750017,0.508671603
