symbol,name,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,enterpriseValueMultiple,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,receivablesTurnover,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,% return on investment
ADI,"Analog Devices, Inc.",3.0631500000000003,3.3695,3.69085,22.247600000000002,7.2818000000000005,15.70925,13.78555,1.86494397154005,0.810488734898525,0.9875079690115149,0.24021708776460998,0.603394917845255,0.2336455577864,0.190415206662185,0.18951126510147498,0.15560000000000002,0.16025,0.35824999999999996,0.810488734898525,0.9875079690115149,0.24021708776460998,7.2818000000000005,5.606199999999999,8.7528,5.03541342071375,0.617966755496475,5.9245,5.1272426074558,1.6587840754249998,-104.18465,52.8532,0.0,18.518700000000003,0.0,0.10264999999999999,0.13765,0.12089361487799,0.12089361487799,80.6412,1.8061809830182503,1.34255443463115,2.408,2.1244,2.89675,0.6459999999999999,7.2818000000000005,0.28670060967322997,0.8788223386040199,1.8061809830182503,0.0,8.2943896703985,2.11828637999685,0.6456819303981249,0.1589,0.6748000000000001,0.8079500000000001,0.5945,0.5639000000000001,0.531,0.00805,0.015099999999999999,0.0513,0.4696,0.5367999999999999,0.0364,0.0489,0.0505,0.0324,0.032499999999999994,0.022400000000000003,0.0359,0.027550000000000005,-0.00945,0.0562,-0.00715,0.0547,0.0,0.2662,0.09445,0.12045000000000002,-0.04964999999999999,0.1874,0.14065,0.02765,-0.030349999999999995,-0.013150000000000009,246.6091458153581
ADM,Archer-Daniels-Midland Co.,1.19775,0.8656,0.25875,9.41215,8.27425,10.16105,4.70195,2.1565082535832,0.70906547548497,0.850996773714095,0.0458854307989915,0.060693522982508,0.0391599253954535,0.027811157953230498,0.29093452451503,0.0984,0.1276,0.0821,0.70906547548497,0.850996773714095,0.0458854307989915,8.27425,2.7275,7.79785,7.8927011972209,2.06527042813845,2.133,1.1960200088671,0.11857950575555,-4.314200000000003,37.39255,39.8005,31.6432,24.5427,0.24525,0.5508,0.33780319204801,0.35483462005502,6.7368500000000004,0.5117749322461951,2.2436026598571503,6.2402999999999995,3.5655,1.6337000000000002,0.1995,8.27425,0.0603438895143915,0.52903630381178,0.5117749322461951,8.4792292947958,2.29199770779165,1.90312026275895,0.199401560557765,0.0020499999999999997,0.0818,0.009050000000000002,0.0461,0.04715,0.04884999999999999,-0.0008,-0.00155,0.08804999999999999,1.0847499999999999,0.5092000000000001,0.0659,0.12905,0.18365,0.06595,0.9076,0.8291000000000001,0.10455,0.20705,0.0299,0.0478,0.1217,0.10944999999999999,0.12334999999999999,0.1375,0.1196,-0.26295,-0.11135,-0.07024999999999999,0.04265,-0.16605,0.0,-0.0074,64.20678029593557
ADP,"Automatic Data Processing, Inc.",3.06475,3.78325,1.8787,13.1738,7.175,11.931049999999999,10.2792,0.8983393337278149,0.67365915031876,0.98912927242568,0.21485993885827498,0.44548277729973,0.20242857522228,0.14323196953798,0.32634084968124,0.4551,0.23575000000000002,0.22125,0.67365915031876,0.98912927242568,0.21485993885827498,7.175,15.9825,0.0,12.643137363211,0.340491616646035,1.1085,0.16653409222201498,0.10134041305183,0.0,50.7505,0.0,5.7568,0.0,0.016,0.07625,0.0075851959095679,0.06699082480653465,138.2066,22.14303935231985,4.83293740412015,3.23305,2.7830500000000002,3.89255,0.5205,7.175,0.18260514722616,0.860548132814395,22.14303935231985,1.07027397260275,7.18665637580105,1.84876244429925,0.51409776119808,-0.0221,-0.022600000000000002,0.01645,-0.0063,0.015649999999999997,0.0182,-0.02025,-0.0224,0.10915,-0.020900000000000002,-0.007300000000000001,0.06525,0.09265000000000001,0.10905000000000001,0.077,0.06135,0.059899999999999995,0.07475,0.0843,0.0232,0.045450000000000004,0.0246,0.0286,0.15315,0.18125000000000002,-0.08675000000000001,-0.00375,0.0,0.06384999999999999,0.0544,5.0719,0.0,-0.05015,316.68820910527074
ADS,Alliance Data Systems Corp.,86.0077,0.0,1.5208499999999998,22.1421,10.172149999999998,8.13335,6.75505,4.6662444413413,0.6260196611174349,0.5530786140868,0.20775935414604502,0.37851119165762004,0.211092722941765,0.0712880246137645,0.373980338882565,0.22190000000000001,4.457999999999999,0.1894,0.6260196611174349,0.5530786140868,0.20775935414604502,10.172149999999998,5.9337,0.0,14.132008000578999,0.356675213351815,1.3475000000000001,0.925791391271225,0.06809818976287099,0.0,37.98395,0.0,17.61895,0.0,0.5048,122.99325,0.9286642759738499,0.931555863682875,2.27935,0.18216576252552,188.676106012861,11.80525,10.676,3.23725,0.0,10.172149999999998,0.25292353973764503,0.888022413443435,0.18216576252552,3.6744753804342447,9.94785809045545,9.94785809045545,0.0,0.4675,0.26830000000000004,0.23355,0.022150000000000003,0.163,0.14345,-0.13899999999999998,-0.1255,0.0,0.65665,0.7455499999999999,0.12585000000000002,0.2034,0.23959999999999998,0.13515000000000002,0.37575000000000003,0.20945000000000003,0.0,0.16065000000000002,0.11755,-0.1088,-0.3116,-0.48975,0.0,0.0,0.0,0.0955,0.0,0.39325,-0.6355,1.1488999999999998,0.0,0.0324,239.24486918376945
ADSK,"Autodesk, Inc.",3.7052,6.4795,3.1917,95.24,5.771,25.3154,22.1622,4.2747196738022,0.68476977567887,1.0,0.049425220283597,0.88807842679582,0.03827974557974,0.033844897006477,0.31523022432113,0.0746,0.0394,0.0552,0.68476977567887,1.0,0.049425220283597,5.771,7.0061,0.0,16.867125984252,0.70026969597908,1.96,1.8153409090909,1.1913352272727,0.0,59.0833,0.0,14.4407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6608076009501,1.0791,0.9405,3.6672,0.0,5.771,0.14401587208963,0.87155591572123,0.0,0.0,7.7854889589905,7.7854889589905,0.0,-0.2739,-0.6646,-0.7317,-0.6841,-0.6914,-0.6875,0.0142,0.0087,0.0,-0.5844,-0.5827,0.0787,0.0654,-0.0206,0.0921,-0.0808,-0.2442,0.2011,-0.236,-0.4133,0.0995,0.1768,0.1006,-1.0,-1.0,0.0,-0.1235,0.0,0.0109,0.1086,-1.0,-0.2059,-0.1598,263.5355712965815
AEE,Ameren Corp.,0.859,0.94275,0.90665,29.3287,6.42115,21.019550000000002,3.53755,4.2838748128621,0.4739370251315,0.56648406303122,0.164661065637765,0.29912468785053503,0.15919249325607,0.051986416532393505,0.5260629748685,0.02005,0.04795,0.0343,0.4739370251315,0.56648406303122,0.164661065637765,6.42115,2.40975,9.52305,0.416497387189395,0.3129493295743,1.596,1.01975270309761,0.32609767679719504,-52.653800000000004,55.4377,0.0,33.30605,0.0,0.3368,1.0200999999999998,0.49441505850811995,0.50493494050551,2.39595,0.238263674578565,3.0292917732641502,8.27935,1.9735,2.55215,1.6044999999999998,6.42115,0.25717914870012004,0.25049646651929003,0.238263674578565,6.540389150943399,1.3941716725284499,1.09254062028791,1.599884798043925,0.0495,-0.13995,-0.15675,-0.38065000000000004,-0.41305,-0.41305,0.06625,0.06625,-0.19685,0.10875000000000001,2.15015,0.01805,0.011000000000000001,-0.027200000000000002,0.02435,0.0627,0.1271,-0.08059999999999999,-0.1426,-0.2027,0.0402,0.01585,0.01725,-0.0488,-0.0952,-0.1536,-0.0484,-0.08360000000000001,0.0187,-0.008199999999999999,-0.0227,0.0,0.0,139.46566254258565
AEP,"American Electric Power Co., Inc.",1.26715,1.2744499999999999,1.21485,12.98735,11.2274,27.2048,6.60285,3.5595006117039,0.6782924864226301,0.6578079306000251,0.206772610989405,0.311074464721895,0.19500555181286,0.0924853355991665,0.32170751357737004,0.0379,0.0963,0.037849999999999995,0.6782924864226301,0.6578079306000251,0.206772610989405,11.2274,2.8844000000000003,9.400099999999998,0.398586824549785,0.28246803082599503,0.8315,0.380597494005565,0.0685450459840515,-59.33945,38.53175,0.0,29.088749999999997,0.0,0.36219999999999997,1.33705,0.538778651702795,0.5721147699737801,2.9238,0.14352181129534503,3.69169343306455,5.4745,-0.014999999999999958,0.8408,0.615,11.2274,0.183998991540865,-0.004498706068954993,0.14352181129534503,1.16414633383665,1.0108212773626901,0.768597860434935,0.6180504409342,0.0366,-0.02135,-0.022350000000000002,-0.06215,-0.14115,-0.13990000000000002,0.09295,0.091,0.02135,0.01725,1.37,-0.0537,-0.023,-0.03175,0.02695,-0.008849999999999998,-0.0528,0.057999999999999996,0.0272,0.013499999999999998,0.00935,0.0497,0.0512,-0.035350000000000006,0.03505,0.028450000000000003,0.4082,0.14389999999999997,0.05715,0.034550000000000004,0.00575,0.0,0.0,132.23350253807112
AES,The AES Corp.,1.69175,2.55975,0.6496999999999999,615.7222,6.584099999999999,4.15545,3.3945499999999997,5.5557978554251495,0.27825697606059346,0.37377561640061496,0.16846498772855,0.251712668614825,0.19870793770136502,0.025386741222476465,0.721743023939405,0.01285,0.07105,0.06570000000000001,0.27825697606059346,0.37377561640061496,0.16846498772855,6.584099999999999,1.9649999999999999,25.730400000000003,0.6050366557412901,0.35640500591537,1.249,0.881152119545235,0.3468944601581,-19.14615,56.7978,0.0,49.4138,0.0,0.479,3.54075,0.74972260142941,0.7753345613673299,1.6235499999999998,0.148798056147355,7.3575713515045,3.8543000000000003,0.5015,3.49775,0.4265,6.584099999999999,0.196511694070655,0.096788783355945,0.148798056147355,1.1504759969815002,1.188690476190475,1.188690476190475,0.0,0.0394,-0.26235,0.0020000000000000018,-0.72655,-0.72595,-0.72565,0.0943,0.0,-0.5,0.2954,2.64505,0.053899999999999997,0.06185,0.0226,0.14245,0.0639,0.027850000000000003,-0.1909,-0.20829999999999999,0.19195,-0.014350000000000002,0.31884999999999997,0.18114999999999998,0.0,0.0,0.0,0.0441,0.004750000000000001,0.0803,0.21845,0.03305,0.0,0.03730000000000001,9.185369908561917
AFL,"Aflac, Inc.",2.4816000000000003,2.4816000000000003,1.2341,12.89255,25.3884,3.64475,3.6587500000000004,0.789316763582525,0.66177380232157,0.964314456061885,0.152666836640785,0.39829555566581,0.152666836640785,0.09714980101253451,0.33822619767843,0.0,0.19425,0.0,0.66177380232157,0.964314456061885,0.152666836640785,25.3884,9.92905,0.0,32.1105858673775,0.211111870590395,0.0,0.0,0.0,0.0,13.457,0.0,6.5103,0.0,0.0305,0.2918,0.0,0.0,28.4705,0.0,9.565617490195852,7.02655,7.0265,2.3752500000000003,0.2895,25.3884,0.33731338827763,1.0,0.0,0.0,0.0,12.410592494827501,0.289922198348585,0.19455,0.3977,0.3977,0.37445,0.37825,0.37995,-0.0046,-0.005900000000000001,0.0923,0.18764999999999998,0.18764999999999998,0.09209999999999999,0.08704999999999999,0.10885,0.09465,0.09665,0.15095,0.12975,0.08025,0.0818,0.09905,0.06075,0.05845,0.22010000000000002,0.22549999999999998,0.19640000000000002,-0.1522,0.0,0.13075,0.29655,0.33955,0.0,0.09395,80.82494969818913
AGN,Allergan Plc,1.6872500000000001,26.12235,1.6599,26.4889,6.7040500000000005,12.52325,11.2463,2.20503640942045,0.67243154711229,0.83168189470499,0.118106416580333,0.43399727496068996,0.11153566833020101,0.0655909889228265,0.32756845288770997,0.1353,0.0648,0.04505,0.67243154711229,0.83168189470499,0.118106416580333,6.7040500000000005,1.4920499999999999,5.09205,4.7883301031258,0.550177840931255,1.95,0.8784212224543351,0.271096955816395,-136.74565,62.506299999999996,0.0,78.05785,0.0,0.2128,0.39590000000000003,0.256016258219105,0.28087985714114,7.7976,0.41021211668161,1.8428091007648,4.1268,3.6574999999999998,2.1143,0.0,6.7040500000000005,0.14749584277375,0.883269192871295,0.41021211668161,0.61248374512355,8.89226585845975,8.89226585845975,0.0,0.23475,-0.06355,-0.06639999999999999,-0.1191,-0.18745,-0.15355,0.09355,0.028000000000000004,0.0,0.20994999999999997,0.25634999999999997,0.13915,0.12645,0.08545,0.0533,0.06709999999999999,-0.022000000000000002,0.0051,0.0584,0.01505,0.08075,0.0653,0.172,0.0,0.0,0.0,0.39025,0.1874,0.2842,0.1674,0.1788,0.33035000000000003,0.34105,275.6212069162945
AIG,"American International Group, Inc.",0.07605,0.07885,0.0802,1.92325,2.2334,0.34625,0.3432,0.18337751545614,0.29493871327195,-2.8807428261463452,0.1760725554201385,0.353564605268635,0.1863421872287695,-0.0035087072582799944,0.20506128672805,0.0,-0.019449999999999995,0.0,0.29493871327195,-2.8807428261463452,0.1760725554201385,2.2334,6.48175,0.0,1.72769532107045,0.097788001842409,0.0,0.0,0.0,0.0,128.5747,0.0,0.0,0.0,0.16405,1.6694499999999999,0.0,0.0,1.8314000000000001,0.0,10.074660455072799,129.42105,129.421,21.9605,0.0,2.2334,0.23710429832122498,1.0,0.0,0.0,0.0,0.0,0.0,0.74955,6.2064,265.61795,1.02215,1.02305,1.02305,0.018349999999999998,0.0186,-0.5,76.6105,8.56185,0.0374,-0.07195,-0.13245,0.04635,-0.08524999999999999,0.10130000000000002,0.0188,-0.00905,0.07675,0.06425,-0.0229,-0.09204999999999999,-1.0,-1.0,-1.0,-0.43265,0.0,-0.1043,0.24995,-0.27254999999999996,0.0,-0.1767,40.946389496717714
